"Cód","Código de barras","Nome","Fornecedor","Fabricante","Preço Tabela","Replicação de preço","Custo","Resultado Financeiro","Markup","Estoque","Aliquota","Grupo linha","Sub grupo","Comissão Vendedor","Comissão Veterinário","CSOSN/CST","Status","Código de barras 2","Código de barras 3","Código de barras 4"
"157654","7898242036150","AL CAES BIONATURAL PRIME AD R.P CORDEIRO 2,5KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","SPECIAL DOG","R$ 83,99","Ativo","R$ 58,50","R$ 25,49","43,6%","1","Subst. Tributaria","RACAO","PACOTE","0.00","0.00","60","Ativo","","",""
"885523","17897846303729","AL CAES COLOSSO AD PATE CORDEIRO LT 280G","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 8,99","Ativo","R$ 4,99","R$ 4,00","80,2%","10","Tributada ICMS","PETISCOS, MOLHOS E PATES","UMIDO","0.00","0.00","00","Ativo","","",""
"411393","17897846303538","AL CAES COLOSSO AD PATE JUNIOR LT 280G","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 8,99","Ativo","R$ 4,99","R$ 4,00","80,2%","10","Tributada ICMS","PETISCOS, MOLHOS E PATES","UMIDO","0.00","0.00","00","Ativo","","",""
"195508","7898363314581","AL CAES FORM NATU AD MINI/PQ 1KG","SEROPEC","NAO INFORMADO","R$ 56,99","Ativo","R$ 41,56","R$ 15,43","37,1%","5","Subst. Tributaria","RACAO","PACOTE","0.00","0.00","60","Ativo","","",""
"413271","7897348200437","AL CAES PREMIER GOURMET R.M.G FRANGO SCH 85G","PET&PET","NAO INFORMADO","R$ 9,99","Ativo","R$ 6,14","R$ 3,85","62,7%","7","Subst. Tributaria","PETISCOS, MOLHOS E PATES","UMIDO","0.00","0.00","60","Ativo","7897348200444","",""
"139658","7898363315076","AL GATO FORMULA NAT AD FRANGO 1KG","SEROPEC","NAO INFORMADO","R$ 62,99","Ativo","R$ 46,19","R$ 16,80","36,4%","1","Subst. Tributaria","RACAO","PACOTE","0.00","0.00","60","Ativo","","",""
"160142","7898363315113","AL GATO FORMULA NAT FILHOTE 1KG","SEROPEC","NAO INFORMADO","R$ 70,99","Ativo","R$ 52,13","R$ 18,86","36,2%","1","Subst. Tributaria","RACAO","PACOTE","0.00","0.00","60","Ativo","","",""
"152949","7898363319975","AL GATO FORMULA NAT LIFE AD FRA/SALM 1KG","SEROPEC","NAO INFORMADO","R$ 53,99","Ativo","R$ 39,91","R$ 14,08","35,3%","1","Subst. Tributaria","RACAO","PACOTE","0.00","0.00","60","Ativo","","",""
"149058","7898363312013","AL GATO FORMULA NAT LIFE CAST FRANGO 1KG","SEROPEC","NAO INFORMADO","R$ 46,99","Ativo","R$ 34,33","R$ 12,66","36,9%","2","Subst. Tributaria","RACAO","PACOTE","0.00","0.00","60","Ativo","","",""
"774487","7898942162329","AL GATO FOSTER ONE GT CAST BLEND 10,1KG","NUTRILEAL RIO BONITO - FOSTER","NAO INFORMADO","R$ 113,99","Ativo","R$ 0,00","R$ 113,99","100,0%","0","Subst. Tributaria","RACAO","SACARIA","0.00","0.00","60","Ativo","","",""
"190989","7898752403384","AL GATOS FN LIFE AD. CAST SALMAO 10,1KG","SEROPEC","NAO INFORMADO","R$ 279,99","Ativo","R$ 207,00","R$ 72,99","35,3%","1","Subst. Tributaria","RACAO","SACARIA","0.00","0.00","60","Ativo","","",""
"186228","7898752403407","AL GATOS FN LIFE FILH FRAN/SALM 10,1KG","SEROPEC","NAO INFORMADO","R$ 293,99","Ativo","R$ 217,33","R$ 76,66","35,3%","1","Subst. Tributaria","RACAO","SACARIA","0.00","0.00","60","Ativo","","",""
"903593","7898329491646","AL PAS FORTE M TRINCA TRITURADA C/ FRUTAS 500GR","SEROPEC","NAO INFORMADO","R$ 8,99","Ativo","R$ 0,00","R$ 8,99","100,0%","0","Subst. Tributaria","PASSAROS/OUTROS PETS","AVES","0.00","0.00","60","Ativo","","",""
"121402","7898591871634","AL PAS NUTROPICA FARINHADA CALOPSITA COM MEL E OVOS 200G","ALFAVET","NAO INFORMADO","R$ 33,99","Ativo","R$ 25,03","R$ 8,96","35,8%","1","Tributada ICMS","PASSAROS/OUTROS PETS","AVES","0.00","0.00","00","Ativo","","",""
"537241","7898591870224","AL PAS NUTROPICA SELECAO NATURAL PAPAGAIO 300G","ALFAVET","NAO INFORMADO","R$ 42,99","Ativo","R$ 31,31","R$ 11,68","37,3%","1","Tributada ICMS","PASSAROS/OUTROS PETS","AVES","0.00","0.00","00","Ativo","","",""
"113773","7898752403483","BISC CAES COOKIES FORMULA NAT  FM FRANGO 150G","SEROPEC","NAO INFORMADO","R$ 19,99","Ativo","R$ 14,32","R$ 5,67","39,6%","2","Tributada ICMS","RACAO","BISCOITOS","0.00","0.00","00","Ativo","","",""
"164125","7898363316158","BISC CAES FORMULA NAT BISCUITS ABOBORA 250G","SEROPEC","NAO INFORMADO","R$ 15,99","Ativo","R$ 11,58","R$ 4,41","38,1%","3","Tributada ICMS","PETISCOS, MOLHOS E PATES","BISCOITOS","0.00","0.00","00","Ativo","","",""
"197238","7898363316165","BISC CAES FORMULA NAT BISCUITS PP BATATA 250G","SEROPEC","NAO INFORMADO","R$ 15,99","Ativo","R$ 11,58","R$ 4,41","38,1%","4","Tributada ICMS","PETISCOS, MOLHOS E PATES","BISCOITOS","0.00","0.00","00","Ativo","","",""
"680883","7898363318299","BISC CAES FORMULA NAT ORGANIC ORIGEM AD MANGA 150G","SEROPEC","NAO INFORMADO","R$ 19,99","Ativo","R$ 14,35","R$ 5,64","39,3%","1","Tributada ICMS","PETISCOS, MOLHOS E PATES","BISCOITOS","0.00","0.00","00","Ativo","","",""
"178619","7898363316653","BISC CAES ORIGENS FILH BANANA 300G","SEROPEC","NAO INFORMADO","R$ 14,99","Ativo","R$ 10,90","R$ 4,09","37,5%","3","Subst. Tributaria","PETISCOS, MOLHOS E PATES","BISCOITOS","0.00","0.00","60","Ativo","","",""
"151896","7898971881314","COLEIRA PRO CANINE STRASS ROSA 43CM N4","VENTURA","NAO INFORMADO","R$ 24,99","Ativo","R$ 17,10","R$ 7,89","46,1%","0","Tributada ICMS","ACESSORIOS","COLEIRAS, GUIAS, PEITORAIS","0.00","0.00","00","Ativo","","",""
"149805","7892052000038","COMED ANTIFORMIGA TRANSP GLITTER ROSA 160ML","VENTURA","NAO INFORMADO","R$ 4,99","Ativo","R$ 2,99","R$ 2,00","66,9%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"975623","7892052000045","COMED ANTIFORMIGA TRANSP GLITTER VERM 160ML","VENTURA","NAO INFORMADO","R$ 4,99","Ativo","R$ 1,99","R$ 3,00","150,8%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"153586","7898568971510","MED CONFRONT PLUS 2,68ML SPOT ON 20 ATE 40KG","RPI DISTRIBUICAO DE PRODUTOS","NAO INFORMADO","R$ 28,99","Ativo","R$ 14,26","R$ 14,73","103,3%","9","Tributada ICMS","ANTIPARASITARIOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"177103","7891126002879","MED. AVITRIN VR 15ML","SEROPEC","NAO INFORMADO","R$ 16,99","Ativo","R$ 0,00","R$ 16,99","100,0%","0","Tributada ICMS","PASSAROS/OUTROS PETS","AVES","0.00","0.00","00","Ativo","","",""
"595237","7898716541275","OSSO BULLS PET TRAQUEIA","ORGANATU","NAO INFORMADO","R$ 39,99","Ativo","R$ 0,00","R$ 39,99","100,0%","0","Tributada ICMS","PETISCOS, MOLHOS E PATES","OSSOS","0.00","0.00","00","Ativo","","",""
"125128","1000008941321","ROUPA CIRURG. CAO CASTR UNISSEX 2","VET PET (ROUPA CIRURGICA)","NAO INFORMADO","R$ 36,99","Ativo","R$ 0,00","R$ 36,99","100,0%","0","Tributada ICMS","ACESSORIOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"150819","7896183316747","SH SANOL SHAMPOO CARAMELO 500ML","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 22,99","Ativo","R$ 11,78","R$ 11,21","95,2%","3","Tributada ICMS","HIGIENE E COSMETICOS PET","SHAMPOO/CONDICIONADOR","0.00","0.00","00","Ativo","","",""
"106373","7898752400314","SNACK AD.FN DENTAL CAO MINI 100G","SEROPEC","NAO INFORMADO","R$ 20,99","Ativo","R$ 15,17","R$ 5,82","38,4%","5","Tributada ICMS","PETISCOS, MOLHOS E PATES","SNACK","0.00","0.00","00","Ativo","","",""
"653921","7898954320021","SNACK BONE DEMAIS BIFINHO CHURRASCO 1KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 41,99","Ativo","R$ 29,91","R$ 12,08","40,4%","6","Subst. Tributaria","PETISCOS, MOLHOS E PATES","SNACK","0.00","0.00","60","Ativo","","",""
"642225","7890000642224","SNACK BONE DEMAIS BIFINHO CHURRASCO UN","BONE DEMAIS 2","NAO INFORMADO","R$ 0,99","Ativo","R$ 0,33","R$ 0,66","200,0%","0","Subst. Tributaria","PETISCOS, MOLHOS E PATES","SNACK","0.00","0.00","60","Ativo","","",""
"717783","7898954320014","SNACK BONE DEMAIS BIFINHO FRANGO 1KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 41,99","Ativo","R$ 29,91","R$ 12,08","40,4%","10","Subst. Tributaria","PETISCOS, MOLHOS E PATES","SNACK","0.00","0.00","60","Ativo","","",""
"161948","7890000161947","SNACK BONE DEMAIS BIFINHO FRANGO UN","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 0,99","Ativo","R$ 0,32","R$ 0,67","209,4%","0","Subst. Tributaria","PETISCOS, MOLHOS E PATES","SNACK","0.00","0.00","60","Ativo","","",""
"458541","6065291417214","SUPL NUXCELL PUFA","TECNEW","NAO INFORMADO","R$ 44,99","Ativo","R$ 30,84","R$ 14,15","45,9%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"954844","7898153933466","SUPL. HEP VITA  COMP 1500 MG","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 249,90","Ativo","R$ 163,01","R$ 86,89","53,3%","2","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"129385","7890000129381","SUPL. HEP VITA  COMP C/4","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 21,90","Ativo","R$ 10,86","R$ 11,04","101,7%","0","Tributada ICMS","MEDICAMENTOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"425581","7791432010622","VERMIFUGO BASKEN PLUS 40 C/4COMP","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 37,99","Ativo","R$ 26,31","R$ 11,68","44,4%","2","Tributada ICMS","VERMIFUGOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"315060","7791432010615","VERMIFUGO BASKEN PLUS C/4COMP","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 24,99","Ativo","R$ 16,97","R$ 8,02","47,3%","2","Tributada ICMS","VERMIFUGOS","FARMACIA","0.00","0.00","00","Ativo","","",""
"11594","7890000011594",".....","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,00","R$ 0,00","100,0%","0","Subst. Tributaria","(ATIVO/USO CONSUMO)","NENHUM","0.00","0.00","60","Ativo","","",""
"725044","7890000725044","ACESSÓRIO PARA EQUINO CABRESTO 7 NO","CD EMANUEL","NAO INFORMADO","R$ 56,99","Ativo","R$ 0,00","R$ 56,99","100,0%","0","Tributada ICMS","ACESSORIOS","Equinos e Bovinos","0.00","0.00","00","Ativo","","",""
"3065","7897571185006","ADAPTADORES ACO P EDGE P/LAMINAS KIT 9PC","99 PET","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,00","R$ 0,00","100,0%","","Tributada ISSQN","(ATIVO/USO CONSUMO)","(ATIVO IMOBILIZADO)","0.00","0.00","90","Ativo","","",""
"152206","7898567461265","ADE PO VETBRAS PACOTE 1KG","ALFAVET","NAO INFORMADO","R$ 37,99","Ativo","R$ 0,00","R$ 37,99","100,0%","0","Tributada ICMS","MEDICAMENTOS","Equinos e Bovinos","0.00","0.00","00","Ativo","","",""
"6815","7890000002189","ADERECO (BANHO E TOSA)","ROSA LACOS","NAO INFORMADO","R$ 0,00","Ativo","R$ 2,95","R$ -2,95","-100,0%","0","Tributada ICMS","(ATIVO/USO CONSUMO)","BANHO/TOSA (PRODUTO P/USO)","0.00","0.00","00","Ativo","","",""
"5916","7890000002080","ADESIVO BRILHO BOLINHA","ROSA LACOS","NAO INFORMADO","R$ 0,00","Ativo","R$ 1,28","R$ -1,28","-100,0%","0","Tributada ICMS","(ATIVO/USO CONSUMO)","BANHO/TOSA (PRODUTO P/USO)","0.00","0.00","00","Ativo","","",""
"5918","7890000002097","ADESIVO BRILHO FLOR","ROSA LACOS","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,77","R$ -0,77","-100,0%","0","Tributada ICMS","(ATIVO/USO CONSUMO)","BANHO/TOSA (PRODUTO P/USO)","0.00","0.00","00","Ativo","","",""
"5924","7890000002127","ADESIVO FLOR M SIMPLES","ROSA LACOS","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,26","R$ -0,26","-100,0%","0","Tributada ICMS","(ATIVO/USO CONSUMO)","BANHO/TOSA (PRODUTO P/USO)","0.00","0.00","00","Ativo","","",""
"5922","7890000002110","ADESIVO FLOR SIMPLES","ROSA LACOS","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,21","R$ -0,21","-100,0%","0","Tributada ICMS","(ATIVO/USO CONSUMO)","BANHO/TOSA (PRODUTO P/USO)","0.00","0.00","00","Ativo","","",""
"5920","7890000002103","ADESIVO PERSONAGEM","ROSA LACOS","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,41","R$ -0,41","-100,0%","0","Tributada ICMS","(ATIVO/USO CONSUMO)","BANHO/TOSA (PRODUTO P/USO)","0.00","0.00","00","Ativo","","",""
"5926","7890000002134","ADESIVO PERSONAGEM LIGA JUSTICA","ROSA LACOS","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,51","R$ -0,51","-100,0%","0","Tributada ICMS","(ATIVO/USO CONSUMO)","BANHO/TOSA (PRODUTO P/USO)","0.00","0.00","00","Ativo","","",""
"6016","7899800307838","ADESIVO PET BUTTERFLY","BBBPET","NAO INFORMADO","R$ 4,49","Ativo","R$ 1,43","R$ 3,06","214,0%","0","Tributada ICMS","ACESSORIOS","ROUPA/ACESSORIO","0.00","0.00","00","Ativo","","",""
"6020","7899800307845","ADESIVO PET FLOWERS","BBBPET","NAO INFORMADO","R$ 4,49","Ativo","R$ 1,43","R$ 3,06","214,0%","0","Tributada ICMS","ACESSORIOS","ROUPA/ACESSORIO","0.00","0.00","00","Ativo","","",""
"5804","7898577172427","ADESIVO PRO CANINE CORACAO","VENTURA","NAO INFORMADO","R$ 0,99","Ativo","R$ 0,48","R$ 0,51","106,3%","0","Tributada ICMS","ACESSORIOS","ROUPA/ACESSORIO","0.00","0.00","00","Ativo","","",""
"5802","7898577172434","ADESIVO PRO CANINE COROA ESTRELA","VENTURA","NAO INFORMADO","R$ 0,99","Ativo","R$ 0,48","R$ 0,51","106,3%","0","Tributada ICMS","ACESSORIOS","ROUPA/ACESSORIO","0.00","0.00","00","Ativo","","",""
"5806","7898577172489","ADESIVO PRO CANINE MORANGO","VENTURA","NAO INFORMADO","R$ 0,99","Ativo","R$ 0,48","R$ 0,51","106,3%","0","Tributada ICMS","ACESSORIOS","ROUPA/ACESSORIO","0.00","0.00","00","Ativo","","",""
"8543","7899800306794","ADESTRADOR CLICK BBB PET","BBBPET","NAO INFORMADO","R$ 19,99","Ativo","R$ 12,81","R$ 7,18","56,0%","0","Tributada ICMS","ACESSORIOS","ITENS P/PASSEIO","0.00","0.00","00","Ativo","","",""
"1695","7896273807810","ADITIVO ANTIODOR PIPICAT ANTIBACTERIAL 500G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 13,99","Ativo","R$ 7,94","R$ 6,05","76,2%","5","Tributada ICMS","AREIA","ELIMINADOR ODOR/TIRA MANCHA","0.00","0.00","00","Ativo","","",""
"1707","7896273807797","ADITIVO ANTIODOR PIPICAT CAMPESTRE 500G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 12,99","Ativo","R$ 6,97","R$ 6,02","86,4%","1","Tributada ICMS","AREIA","ELIMINADOR ODOR/TIRA MANCHA","0.00","0.00","00","Ativo","","",""
"1703","7896273807803","ADITIVO ANTIODOR PIPICAT FLORAL 500G","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 12,99","Ativo","R$ 8,36","R$ 4,63","55,4%","8","Tributada ICMS","AREIA","ELIMINADOR ODOR/TIRA MANCHA","0.00","0.00","00","Ativo","","",""
"363263","7897480301245","ADUBO 04-14-08 500GR","VENTURA","NAO INFORMADO","R$ 12,99","Ativo","R$ 0,00","R$ 12,99","100,0%","0","Tributada ICMS","GARDEN","ACESSORIOS N°1","0.00","0.00","00","Ativo","","",""
"389934","7897480301252","ADUBO 10-10-10 500GR","VENTURA","NAO INFORMADO","R$ 12,99","Ativo","R$ 0,00","R$ 12,99","100,0%","0","Tributada ICMS","GARDEN","ACESSORIOS N°1","0.00","0.00","00","Ativo","","",""
"138452","7897480301269","ADUBO FARINHA DE OSSO 500GR","VENTURA","NAO INFORMADO","R$ 12,99","Ativo","R$ 0,00","R$ 12,99","100,0%","0","Tributada ICMS","GARDEN","ACESSORIOS N°1","0.00","0.00","00","Ativo","","",""
"160894","7898906902275","AFASTA GATO 300G","ALFAVET","NAO INFORMADO","R$ 55,00","Ativo","R$ 38,50","R$ 16,50","42,9%","0","Tributada ICMS","LIMPEZA","EDUCADORES","0.00","0.00","00","Ativo","","",""
"187534","7899781606777","AFASTA GATO SPRAY 500ML","VENTURA","NAO INFORMADO","R$ 20,99","Ativo","R$ 0,00","R$ 20,99","100,0%","0","Tributada ICMS","INSETICIDAS E PROD QUIMICOS","EDUCADORES","0.00","0.00","00","Ativo","","",""
"178165","7898641570968","AFASTE PET FORTE 150ML","ALFAVET","NAO INFORMADO","R$ 51,99","Ativo","R$ 0,00","R$ 51,99","100,0%","0","Tributada ICMS","LIMPEZA","EDUCADORES","0.00","0.00","00","Ativo","","",""
"168733","7898283814246","AGULHA DESC. 30X0,8 (VERDE 2) DESCARPACK","ALFAVET","NAO INFORMADO","R$ 0,49","Ativo","R$ 0,00","R$ 0,49","100,0%","0","Tributada ICMS","MEDICAMENTOS","Equinos e Bovinos","0.00","0.00","00","Ativo","","",""
"165993","7890973100004","AGULHA DESC. 40X1.20 (ROSA) UN","ALFAVET","NAO INFORMADO","R$ 0,49","Ativo","R$ 0,00","R$ 0,49","100,0%","0","Tributada ICMS","MEDICAMENTOS","Equinos e Bovinos","0.00","0.00","00","Ativo","","",""
"10512","7896108815133","AL ALCON JABUTI BABY 100G","SEROPEC","NAO INFORMADO","R$ 21,99","Ativo","R$ 13,63","R$ 8,36","61,3%","1","Subst. Tributaria","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","60","Ativo","","",""
"8204","7896108806520","AL ALCON RODENT 30G","SEROPEC","NAO INFORMADO","R$ 14,99","Ativo","R$ 10,14","R$ 4,85","47,8%","1","Tributada ICMS","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","00","Ativo","","",""
"6440","7890000002165","AL AVE CRESCIMENTO FRANGO PASS. MIX 20KG","PASSARO MIX","NAO INFORMADO","R$ 59,99","Ativo","R$ 48,50","R$ 11,49","23,7%","0","Subst. Tributaria","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","60","Inativo","","",""
"3961","7899706417969","AL AVE CRESCIMENTO GUABI SITIO 20KG","BOMDOG","NAO INFORMADO","R$ 67,99","Ativo","R$ 51,90","R$ 16,09","31,0%","0","Tributada ICMS","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","00","Inativo","","",""
"4809","7890000004800","AL AVE CRESCIMENTO GUABI SITIO GRANEL","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 4,49","Ativo","R$ 2,49","R$ 2,00","80,3%","0","Subst. Tributaria","GRANEL","AVES","0.00","0.00","60","Inativo","","",""
"4851","7890000001861","AL AVE MILHO 20KG","SEROPEC","NAO INFORMADO","R$ 68,99","Ativo","R$ 46,26","R$ 22,73","49,1%","0","Tributada ICMS","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","00","Ativo","","",""
"4891","7890000004891","AL AVE MILHO GRANEL","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 4,99","Ativo","R$ 2,12","R$ 2,87","135,4%","0","Subst. Tributaria","GRANEL","NENHUM","0.00","0.00","60","Inativo","","",""
"5088","7890000001946","AL AVE MILHO GRAO 15KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 27,90","Inativo","R$ 23,00","R$ 4,90","21,3%","8","Tributada ICMS","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","00","Ativo","","",""
"5092","7890000050920","AL AVE MILHO GRAO GRANEL","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 4,99","Ativo","R$ 1,54","R$ 3,45","224,0%","0","Subst. Tributaria","GRANEL","AVES","0.00","0.00","60","Ativo","","",""
"5090","7890000001953","AL AVE MILHO PICADO 15KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 34,90","Ativo","R$ 30,00","R$ 4,90","16,3%","9","Tributada ICMS","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","00","Ativo","","",""
"235642","7890000235648","AL AVE MILHO PICADO 25KG GRANFINO","SEROPEC","NAO INFORMADO","R$ 86,90","Ativo","R$ 0,00","R$ 86,90","100,0%","0","Tributada ICMS","PASSAROS/OUTROS PETS","AVES","0.00","0.00","00","Ativo","","",""
"5094","7890000050982","AL AVE MILHO PICADO GRANEL","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 5,99","Ativo","R$ 2,00","R$ 3,99","199,5%","14.5","Subst. Tributaria","GRANEL","AVES","0.00","0.00","60","Ativo","","",""
"3963","7899706406871","AL AVE POSTURA GUABI PROAVE 20KG","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 64,99","Ativo","R$ 49,90","R$ 15,09","30,2%","0","Subst. Tributaria","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","60","Inativo","","",""
"4811","7890000004811","AL AVE POSTURA GUABI PROAVE GRANEL","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 4,49","Ativo","R$ 2,39","R$ 2,10","87,9%","0","Subst. Tributaria","GRANEL","AVES","0.00","0.00","60","Ativo","","",""
"6442","7890000002172","AL AVE POSTURA PASS MIX 20KG","PASSARO MIX","NAO INFORMADO","R$ 74,72","Ativo","R$ 47,90","R$ 26,82","56,0%","0","Subst. Tributaria","PASSAROS/OUTROS PETS","ALIMENTOS","0.00","0.00","60","Inativo","","",""
"7613","7890000007613","AL AVE POSTURA PASS MIX GRANEL","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 0,00","Ativo","R$ 0,00","R$ 0,00","100,0%","0","Subst. Tributaria","GRANEL","AVES","0.00","0.00","60","Inativo","","",""
"185972","8606014106381","AL CAE VET LIFE HEPATIC LT300G","TECNEW","NAO INFORMADO","R$ 40,99","Ativo","R$ 26,42","R$ 14,57","55,1%","2","Subst. Tributaria","MEDICAMENTOS","FARMACIA","0.00","0.00","60","Ativo","","",""
"8025","7898127060051","AL CAES  BUMMER 15KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 90,90","Ativo","R$ 64,92","R$ 25,98","40,0%","26","Subst. Tributaria","RACAO","SACARIA","0.00","0.00","60","Ativo","","",""
"911227","7898363316745","AL CAES AD.FORM NAT HIPO MINI/PQ 2KG","SEROPEC","NAO INFORMADO","R$ 118,99","Ativo","R$ 87,57","R$ 31,42","35,9%","2","Subst. Tributaria","RACAO","PRESCRITAS","0.00","0.00","60","Ativo","","",""
"188692","7898363316547","AL CAES AD.FORM NAT OBES MED/GR 2KG","SEROPEC","NAO INFORMADO","R$ 109,99","Ativo","R$ 81,18","R$ 28,81","35,5%","1","Subst. Tributaria","RACAO","PRESCRITAS","0.00","0.00","60","Ativo","","",""
"699898","7898363316523","AL CAES AD.FORM NAT OBES MINI/PQ 2KG","SEROPEC","NAO INFORMADO","R$ 109,99","Ativo","R$ 81,18","R$ 28,81","35,5%","3","Subst. Tributaria","RACAO","PRESCRITAS","0.00","0.00","60","Ativo","","",""
"157917","7898363317629","AL CAES AD.FORM NAT VET HIPO MED/GR 2KG","SEROPEC","NAO INFORMADO","R$ 118,99","Ativo","R$ 87,57","R$ 31,42","35,9%","2","Subst. Tributaria","RACAO","PRESCRITAS","0.00","0.00","60","Ativo","","",""
"584618","7898363315304","AL CAES AD.SACHE ORIGENS AD CARNE 85G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 3,99","Ativo","R$ 1,91","R$ 2,08","108,9%","130","Tributada ICMS","PETISCOS, MOLHOS E PATES","UMIDO","0.00","0.00","00","Ativo","","",""
"458739","7898363315328","AL CAES AD.SACHE ORIGENS FILH CARNE 85G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 3,99","Ativo","R$ 1,91","R$ 2,08","108,9%","62","Tributada ICMS","PETISCOS, MOLHOS E PATES","UMIDO","0.00","0.00","00","Ativo","","",""
"159913","7898363315311","AL CAES AD.SACHE ORIGENS PP FRANGO 85G","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 3,99","Ativo","R$ 1,91","R$ 2,08","108,9%","139","Tributada ICMS","PETISCOS, MOLHOS E PATES","UMIDO","0.00","0.00","00","Ativo","","",""
"9062","7891000050781","AL CAES ALPO CAR/FRG/CER/VEG 18KG","NP RIO","NAO INFORMADO","R$ 193,90","Ativo","R$ 143,80","R$ 50,10","34,8%","0","Subst. Tributaria","RACAO","SACARIA","0.00","0.00","60","Ativo","","",""
"7446","7896803077300","AL CAES ATACAMA AD CARNE/FRANGO 14KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 195,90","Ativo","R$ 144,66","R$ 51,24","35,4%","4","Subst. Tributaria","RACAO","SACARIA","0.00","0.00","60","Ativo","","",""
"2451","7896803078345","AL CAES ATACAMA AD CARNE/FRANGO 20KG","OBOM PET E VETERINÁRIA LTDA - ILHA DE GUARATIBA","NAO INFORMADO","R$ 262,90","Ativo","R$ 194,31","R$ 68,59","35,3%","4","Subst. Tributaria","RACAO","SACARIA","0.00","0.00","60","Ativo","","",""
"187546","7896803078277","AL CAES ATACAMA AD CARNE/FRANGO 5KG","SEROPEC","NAO INFORMADO","R$ 60,00","Ativo","R$ 59,53","R$ 0,47","0,8%","0","Subst. Tributaria","RACAO","PACOTE","0.00","0.00","60","Ativo","","",""
"4567","7890000045674","AL CAES ATACAMA AD GRANEL","SEM FORNECEDOR CADASTRADO","NAO INFORMADO","R$ 13,99","Ativo","R$ 7,93","R$ 6,06","76,4%","-3.7","Subst. Tributaria","GRANEL","ALIMENTOS CAES","0.00","0.00","60","Ativo","","",""
