"Cód","Código de barras","Nome","Fornecedor","Fabricante","Preço Tabela","Replicação de preço","Custo","Resultado Financeiro","Markup","Estoque","Aliquota","Grupo linha","Sub grupo","Comissão Vendedor","Comissão Veterinário","CSOSN/CST","Status","Código de barras 2","Código de barras 3","Código de barras 4"
"7029","7898965978815","BRINQ PET ESCOVA AMARELO M","BONTRATO","NAO INFORMADO","R$ 39,99","Ativo","R$ 25,53","R$ 14,46","56,6%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"5263","7898615850348","BRINQ PET ESCOVA AZUL P","TECNEW","NAO INFORMADO","R$ 36,16","Ativo","R$ 19,65","R$ 16,51","84,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"5265","7898615850355","BRINQ PET ESCOVA LILAS P","TECNEW","NAO INFORMADO","R$ 36,16","Ativo","R$ 19,65","R$ 16,51","84,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"5259","7898615850331","BRINQ PET ESCOVA VERDE P","TECNEW","NAO INFORMADO","R$ 36,16","Ativo","R$ 21,79","R$ 14,37","65,9%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"7033","7898965978471","BRINQ PET ESCOVA VERDE P","BONTRATO","NAO INFORMADO","R$ 32,99","Ativo","R$ 21,79","R$ 11,20","51,4%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"7031","7898965978464","BRINQ PET ESCOVA VERMELHO M","BONTRATO","NAO INFORMADO","R$ 39,99","Ativo","R$ 25,53","R$ 14,46","56,6%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"7035","7898965978457","BRINQ PET ESCOVA VERMELHO P","BONTRATO","NAO INFORMADO","R$ 32,99","Ativo","R$ 21,79","R$ 11,20","51,4%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"5257","7898615850324","BRINQ PET ESCOVA VERMELHO P","TECNEW","NAO INFORMADO","R$ 36,16","Ativo","R$ 21,79","R$ 14,37","65,9%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2047","7898602020433","BRINQ PETINJET  MORDEDOR DENTAL BONE G","PET INJET","NAO INFORMADO","R$ 19,99","Ativo","R$ 10,71","R$ 9,28","86,6%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2057","7898602020341","BRINQ PETINJET BOLA MACICA CRAVO 50MM","PET INJET","NAO INFORMADO","R$ 15,99","Ativo","R$ 8,48","R$ 7,51","88,6%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2059","7898602020365","BRINQ PETINJET BOLA MACICA LISA 50MM","PET INJET","NAO INFORMADO","R$ 15,99","Ativo","R$ 8,48","R$ 7,51","88,6%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2071","7898639830227","BRINQ PETINJET BOLA MACICA LUNAR C/CORDA","PET INJET","NAO INFORMADO","R$ 24,99","Ativo","R$ 13,39","R$ 11,60","86,6%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2069","7898639830241","BRINQ PETINJET BOLA MACICA PATINHA C/CORDA","PET INJET","NAO INFORMADO","R$ 27,99","Ativo","R$ 15,17","R$ 12,82","84,5%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2045","7898602020426","BRINQ PETINJET MORDEDOR DENTAL BONE M","VETERINARIA DISTRIBUIDORA","NAO INFORMADO","R$ 14,99","Ativo","R$ 5,90","R$ 9,09","154,1%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2049","7898639835239","BRINQ PETINJET OSSO MASSAGEADOR DENTAL FLEX AZUL","PET INJET","NAO INFORMADO","R$ 12,99","Ativo","R$ 8,13","R$ 4,86","59,8%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2051","7898639835253","BRINQ PETINJET OSSO MASSAGEADOR DENTAL FLEX ROSA","PET INJET","NAO INFORMADO","R$ 12,99","Ativo","R$ 8,13","R$ 4,86","59,8%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2053","7898639835260","BRINQ PETINJET OSSO MASSAGEADOR DENTAL FLEX VERDE","PET INJET","NAO INFORMADO","R$ 12,99","Ativo","R$ 8,13","R$ 4,86","59,8%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2055","7898639835277","BRINQ PETINJET OSSO MASSAGEADOR DENTALFLEX AMARELO","PET INJET","NAO INFORMADO","R$ 12,99","Ativo","R$ 8,13","R$ 4,86","59,8%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2065","7898639836410","BRINQ PETINJET PLAY COXA DE FRANGO AZUL","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 22,99","Ativo","R$ 16,27","R$ 6,72","41,3%","5","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2061","7898639837004","BRINQ PETINJET PLAY GAVETA AMARELO","PET INJET","NAO INFORMADO","R$ 16,99","Ativo","R$ 8,93","R$ 8,06","90,3%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2063","7898639836427","BRINQ PETINJET PLAY GAVETA MARROM","PET INJET","NAO INFORMADO","R$ 16,99","Ativo","R$ 8,93","R$ 8,06","90,3%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2067","7898639836403","BRINQ PETINJET PLAY HALTER AZUL","PET INJET","NAO INFORMADO","R$ 14,99","Ativo","R$ 9,29","R$ 5,70","61,4%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8142","7898430604492","BRINQ PLAST BOLA COLORIDA C/SINO P CLUB","BONTRATO","NAO INFORMADO","R$ 19,99","Ativo","R$ 13,49","R$ 6,50","48,2%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"948035","7908405903335","BRINQ PLAST CARROSSEL C/GUIZO","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 7,99","Ativo","R$ 5,04","R$ 2,95","58,5%","2","Tributada ICMS","(ATIVO/USO CONSUMO)","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8144","7898430604454","BRINQ PLAST HALTERES BOLA FUT CLUB","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 16,99","Ativo","R$ 6,44","R$ 10,55","163,8%","3","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"3347","7898699310370","BRINQ PNEU M","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 23,99","Ativo","R$ 12,04","R$ 11,95","99,3%","2","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","7898699310400","",""
"3345","7898564975734","BRINQ PNEU P","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 24,99","Ativo","R$ 6,16","R$ 18,83","305,7%","5","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2883","2010000003794","BRINQ PORCO COM SOM","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 26,99","Ativo","R$ 14,38","R$ 12,61","87,7%","2","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"162355","7898602025506","BRINQ RATINHO REAL APITO UN","TEX VENTURA","NAO INFORMADO","R$ 6,99","Ativo","R$ 1,98","R$ 5,01","253,0%","100","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2881","7899800305407","BRINQ RATINHO REAL VINIL PRETO C/50UN","BBBPET","NAO INFORMADO","R$ 999,00","Ativo","R$ 2,25","R$ 996,75","44300,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"2865","7890000001274","BRINQ RATINHO REAL VINIL PRETO UN","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 4,99","Ativo","R$ 1,47","R$ 3,52","239,5%","15","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"132835","7898727482239","BRINQ REDONDO ANEL BORRACHA ESP. MACICO","TEX VENTURA","NAO INFORMADO","R$ 18,99","Ativo","R$ 0,00","R$ 18,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"3878","7898615154675","BRINQ VARINHA PLAST C/POMPOM","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 9,68","R$ 5,31","54,9%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"3880","7898615157188","BRINQ VARINHA PLAST C/RATO","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 9,98","R$ 5,01","50,2%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8138","7898430604256","BRINQ VINIL ABOBORA HALLOWEEN CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","2","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11145","7898430604331","BRINQ VINIL BAGUETE CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","3","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11139","7898430604423","BRINQ VINIL BANANA SPLIT CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","4","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8126","7898430604225","BRINQ VINIL BATATA FRITAS CLUB","01-OBOM Pet Agulhas Negras","NAO INFORMADO","R$ 17,99","Ativo","R$ 8,94","R$ 9,05","101,2%","7","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"543642","7898430604171","BRINQ VINIL BERINGELA CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11151","7898430604836","BRINQ VINIL BISCOITO CHOCOLATE CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 9,23","R$ 5,76","62,4%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8148","7898430604416","BRINQ VINIL BISCOITO OSSO CLUB","BONTRATO","NAO INFORMADO","R$ 15,99","Ativo","R$ 9,80","R$ 6,19","63,2%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"172471","7898430604478","BRINQ VINIL BOLA FUTEBOL AMERICANO CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"102224","7898430538322","BRINQ VINIL BOLA LISA TACO","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 3,99","Ativo","R$ 2,39","R$ 1,60","66,9%","50","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","7897875300013","",""
"792199","7898430604928","BRINQ VINIL CAMALEAO CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","5","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"122910","7898430557972","BRINQ VINIL CLUB GALINHA SONORA P 16CM","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 5,99","Ativo","R$ 3,58","R$ 2,41","67,3%","-4","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"104587","7898430604133","BRINQ VINIL COXA FRANGO CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"801656","7898430605017","BRINQ VINIL CUPCAKE LARANJA","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"139265","7898430604805","BRINQ VINIL CUPCAKE ROSA CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"122613","7898430604850","BRINQ VINIL DONUTS C/CHOCOLATE CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"999279","7898430604843","BRINQ VINIL DONUTS CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","3","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"161442","7898430604904","BRINQ VINIL ESTRELA AMARELA CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","2","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"143359","7898430604881","BRINQ VINIL ESTRELA LARANJA CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","4","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"109656","7898430604898","BRINQ VINIL ESTRELA ROSA CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","4","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"188256","7898430604911","BRINQ VINIL ESTRELA VERDE CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8140","7898430604546","BRINQ VINIL FUTEBOL AMERICANO CLUB","BONTRATO","NAO INFORMADO","R$ 12,99","Ativo","R$ 7,81","R$ 5,18","66,3%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"152751","7898430604409","BRINQ VINIL GARRAFAS CORES CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11159","7898430604461","BRINQ VINIL HALTERES BOLA BASQUETE CLUB","PRIMAL PET (BONTRATO)","NAO INFORMADO","R$ 14,99","Ativo","R$ 5,72","R$ 9,27","162,1%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"183171","7898430604386","BRINQ VINIL HALTERES CORES CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","-1","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8146","7898430604485","BRINQ VINIL HALTERES CORES M CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,90","Ativo","R$ 6,19","R$ 8,71","140,7%","3","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8154","7898430604263","BRINQ VINIL HALTERES CORES P CLUB","BONTRATO MATRIZ","NAO INFORMADO","R$ 14,99","Ativo","R$ 10,17","R$ 4,82","47,4%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8136","7898430604324","BRINQ VINIL HAMBURGUER CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 13,99","Ativo","R$ 6,19","R$ 7,80","126,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"138992","7898430604935","BRINQ VINIL IGUANA CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"100486","7898430604959","BRINQ VINIL JACARE CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"355458","7898430604942","BRINQ VINIL LAGARTIXA CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","1","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11153","7898430604980","BRINQ VINIL MORDEDOR C/CORDA CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 24,99","Ativo","R$ 15,83","R$ 9,16","57,9%","1","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"8128","7898430604362","BRINQ VINIL OSSO ANIMAL PRINT CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 9,98","R$ 5,01","50,2%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11155","7898430604393","BRINQ VINIL OSSO C/CORDA CORES CLUB","BONTRATO MATRIZ","NAO INFORMADO","R$ 14,99","Ativo","R$ 5,99","R$ 9,00","150,3%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"903670","7898430604355","BRINQ VINIL OSSO PATINHA G","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"204537","7898430604348","BRINQ VINIL OSSO PATINHA P","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"139316","7898430604973","BRINQ VINIL PICOLE CLUB","BONTRATO","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11143","7898430604300","BRINQ VINIL QUEIJO RATO CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","2","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"11147","7898430604294","BRINQ VINIL SORVETE CLUB","02-OBOM Pet Pedra Guaratiba","NAO INFORMADO","R$ 14,99","Ativo","R$ 6,19","R$ 8,80","142,2%","1","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"171632","7898727482215","BRINQ. ARGOLA BORRACHA ESPEC COLOR MACICO","TEX VENTURA","NAO INFORMADO","R$ 14,99","Ativo","R$ 0,00","R$ 14,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"186786","7898587111768","BRINQ. BOLA ESPONJA 65MM","BBB PET 2","NAO INFORMADO","R$ 6,99","Ativo","R$ 0,00","R$ 6,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"953491","7898699970000","BRINQ. BOLA FUTEBOL TECIDO","DORLLY PET","NAO INFORMADO","R$ 19,99","Ativo","R$ 0,00","R$ 19,99","100,0%","0","Tributada ICMS","ACESSORIOS","CAMINHAS / CASINHAS","0.00","0.00","00","Ativo","","",""
"233229","7898608631305","BRINQ. BOLA INTERATIVA 7CM","TEX VENTURA","NAO INFORMADO","R$ 16,99","Ativo","R$ 0,00","R$ 16,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"846433","7898727480013","BRINQ. BOLA TENNIS BALL C/1 UND","TEX VENTURA","NAO INFORMADO","R$ 8,99","Ativo","R$ 3,17","R$ 5,82","183,6%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"140729","7898587111799","BRINQ. BOLAS COM SINO 4CM","BBB PET 2","NAO INFORMADO","R$ 29,99","Ativo","R$ 0,00","R$ 29,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"188503","7898727483311","BRINQ. BOLINHAS CAT NIP GATEX P/GATOS C/5","TEX VENTURA","NAO INFORMADO","R$ 9,99","Ativo","R$ 6,59","R$ 3,40","51,6%","9","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"140310","7898727481553","BRINQ. BORRACHA ARGOLA COLOR 6,5CM","TEX VENTURA","NAO INFORMADO","R$ 6,99","Ativo","R$ 4,19","R$ 2,80","66,8%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"9273","2010000003688","BRINQ. BORRACHA BOLA BAISEBAL","BONTRATO","NAO INFORMADO","R$ 9,99","Ativo","R$ 5,12","R$ 4,87","95,1%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"9275","2010000003695","BRINQ. BORRACHA BOLA BASQUETE","BONTRATO","NAO INFORMADO","R$ 9,99","Ativo","R$ 5,12","R$ 4,87","95,1%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"9279","2040000000417","BRINQ. BORRACHA MACIÇA OSSO","BONTRATO","NAO INFORMADO","R$ 8,99","Ativo","R$ 4,48","R$ 4,51","100,7%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"991626","7898608631312","BRINQ. CAES BOLA INTERATIVA 10CM","TEX VENTURA","NAO INFORMADO","R$ 25,99","Ativo","R$ 12,71","R$ 13,28","104,5%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"941737","7898930766546","BRINQ. CAT TOY BOLINHAS C/GUIZO G UN","AMERICAN","NAO INFORMADO","R$ 6,99","Ativo","R$ 0,00","R$ 6,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"783734","7898930766676","BRINQ. CAT TOY CARROSSEL COLO GUIZO UN","AMERICAN","NAO INFORMADO","R$ 7,99","Ativo","R$ 0,00","R$ 7,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"954342","7898930766553","BRINQ. CAT TOY MINI RATINHO PENACHO UN","AMERICAN","NAO INFORMADO","R$ 6,99","Ativo","R$ 0,00","R$ 6,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"128225","7898727480075","BRINQ. CORDA 1 BOLA TRANCA 27CM","TEX VENTURA","NAO INFORMADO","R$ 19,99","Ativo","R$ 8,13","R$ 11,86","145,9%","3","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"255733","7898727481706","BRINQ. CORDA BLACK PINUS E ALCA 32CM","TEX VENTURA","NAO INFORMADO","R$ 19,99","Ativo","R$ 9,89","R$ 10,10","102,1%","6","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"184423","7898727481720","BRINQ. CORDA BLACK TRI COM ALCA 32CM","TEX VENTURA","NAO INFORMADO","R$ 12,99","Ativo","R$ 8,79","R$ 4,20","47,8%","6","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"575055","7898727480112","BRINQ. CORDA BOLA COM ALCA 32,5CM","TEX VENTURA","NAO INFORMADO","R$ 25,99","Ativo","R$ 0,00","R$ 25,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"841753","7898727480136","BRINQ. CORDA BOLA COM ARGOLA 40CM","TEX VENTURA","NAO INFORMADO","R$ 18,99","Ativo","R$ 0,00","R$ 18,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"109280","7898727480044","BRINQ. CORDA C/2 NOS C/1 BOLA 28CM","TEX VENTURA","NAO INFORMADO","R$ 12,99","Ativo","R$ 0,00","R$ 12,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"162876","7898727481782","BRINQ. CORDA COLOR CARRETEL PINOS 23,5CM","TEX VENTURA","NAO INFORMADO","R$ 8,99","Ativo","R$ 5,90","R$ 3,09","52,4%","10","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"981839","7898727480037","BRINQ. CORDA COM 1 BOLA E NO 50CM","TEX VENTURA","NAO INFORMADO","R$ 21,99","Ativo","R$ 0,00","R$ 21,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"542311","7898727481409","BRINQ. CORDA NO 2 BOLAS 35CM","TEX VENTURA","NAO INFORMADO","R$ 18,99","Ativo","R$ 12,86","R$ 6,13","47,7%","6","Subst. Tributaria","BRINQUEDOS","BRINQUEDO","0.00","0.00","60","Ativo","","",""
"583747","7898727481393","BRINQ. CORDA NO 2 BOLAS 42CM","TEX VENTURA","NAO INFORMADO","R$ 21,99","Ativo","R$ 0,00","R$ 21,99","100,0%","0","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"116723","7898727480099","BRINQ. CORDA NOZINHO 2 BOLAS 21CM","TEX VENTURA","NAO INFORMADO","R$ 17,99","Ativo","R$ 11,90","R$ 6,09","51,2%","2","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
"876711","7908260361110","BRINQ. DE PELUCIA SAPO PERNUDO","FABRICA PET CMT ROUPAS","NAO INFORMADO","R$ 16,99","Ativo","R$ 11,25","R$ 5,74","51,0%","6","Tributada ICMS","BRINQUEDOS","BRINQUEDO","0.00","0.00","00","Ativo","","",""
